   FullName,location,price,timestamp
Ovan Bertrand,Coffee Cameleon,12.26,1/8/2014 7:52
Ovan Bertrand,Kalami Kafenion,24.08,1/8/2014 13:29
Resumir Felix,Abila Zacharo,30.85,1/8/2014 13:51
Resumir Felix,Brew've Been Served,10.15,1/8/2014 8:03
Strum Orhan,Jack's Magical Beans,12.37,1/8/2014 12:00
Tempestad Brand,Brew've Been Served,19.17,1/8/2014 7:48
Tempestad Brand,Chostus Hotel,111.89,1/8/2014 13:19
Tempestad Brand,Guy's Gyros,18.24,1/8/2014 20:17
Vann Edvard,Hippokampos,9.03,1/8/2014 13:15
Vann Isia,Brew've Been Served,15.66,1/8/2014 7:31
Vann Isia,Guy's Gyros,15.69,1/8/2014 19:36
Vann Isia,Kalami Kafenion,31.96,1/8/2014 13:44
Vasco-Pais Willem,Abila Zacharo,36.85,1/8/2014 13:23
Azada Lars,Bean There Done That,13.0,1/9/2014 12:00
Balas Felix,Hippokampos,8.43,1/9/2014 13:41
Balas Felix,Hippokampos,10.12,1/9/2014 21:38
Barranco Ingrid,Ouzeri Elian,26.09,1/9/2014 13:21
Baza Isak,Gelatogalore,8.6,1/9/2014 13:23
Baza Isak,Jack's Magical Beans,10.11,1/9/2014 12:00
Bergen Linnea,Katerina’s Café,17.02,1/9/2014 13:03
Bodrogi Loreto,Frydos Autosupply n' More,276.75,1/9/2014 20:45
Bodrogi Loreto,Jack's Magical Beans,6.0,1/9/2014 12:00
Bodrogi Loreto,Katerina’s Café,10.42,1/9/2014 13:35
Borrasca Isande,Brewed Awakenings,13.16,1/9/2014 12:00
Borrasca Isande,Hippokampos,15.02,1/9/2014 20:05
Calixto Nils,Guy's Gyros,13.59,1/9/2014 13:28
Calixto Nils,Guy's Gyros,8.23,1/9/2014 20:23
Calzas Axel,Bean There Done That,4.06,1/9/2014 12:00
Calzas Axel,Katerina’s Café,8.01,1/9/2014 14:06
Campo-Corrente Ada,Albert's Fine Clothing,229.98,1/9/2014 21:27
Campo-Corrente Ada,Brewed Awakenings,17.66,1/9/2014 12:00
Cazar Gustav,Hippokampos,9.12,1/9/2014 13:37
Cocinaro Hideki,Ouzeri Elian,32.89,1/9/2014 14:04
Dedos Lidelse,Abila Zacharo,20.73,1/9/2014 13:40
Ferro Inga,Abila Zacharo,14.37,1/9/2014 14:15
Flecha Sven,Brew've Been Served,5.3,1/9/2014 7:48
Flecha Sven,Guy's Gyros,35.05,1/9/2014 20:39
Flecha Sven,Kalami Kafenion,18.14,1/9/2014 13:38
Frente Birgitta,Guy's Gyros,15.0,1/9/2014 13:44
Frente Birgitta,Hallowed Grounds,18.48,1/9/2014 7:57
Frente Vira,Hippokampos,24.96,1/9/2014 21:01
Fusil Stenig,Guy's Gyros,29.96,1/9/2014 19:52
Fusil Stenig,Ouzeri Elian,22.4,1/9/2014 13:23
Hawelon Benito,Abila Airport,2358.22,1/9/2014 9:26
Hawelon Benito,Stewart and Sons Fabrication,1015.65,1/9/2014 10:38
Herrero Kanon,Brew've Been Served,17.64,1/9/2014 8:14
Herrero Kanon,Guy's Gyros,18.26,1/9/2014 20:24
Lagos Varja,Abila Zacharo,8.16,1/9/2014 13:24
Lagos Varja,Frydos Autosupply n' More,138.02,1/9/2014 19:32
Mies Henk,Abila Airport,4538.52,1/9/2014 15:50
Mies Minke,Brew've Been Served,6.21,1/9/2014 8:00
Mies Minke,Guy's Gyros,31.31,1/9/2014 21:09
Morlun Valeria,Carlyle Chemical Inc.,529.47,1/9/2014 9:54
Morlun Valeria,Carlyle Chemical Inc.,382.43,1/9/2014 14:26
Morlun Valeria,Carlyle Chemical Inc.,2176.2,1/9/2014 16:22
Morlun Valeria,Katerina’s Café,16.98,1/9/2014 13:23
Morlun Valeria,Nationwide Refinery,289.3,1/9/2014 11:34
Morluniau Cecilia,Nationwide Refinery,674.28,1/9/2014 10:16
Morluniau Cecilia,Stewart and Sons Fabrication,3544.0,1/9/2014 11:37
Nant Irene,Carlyle Chemical Inc.,732.82,1/9/2014 11:21
Nant Irene,Kronos Pipe and Irrigation,423.14,1/9/2014 14:28
Nant Irene,Maximum Iron and Steel,1527.14,1/9/2014 15:16
Nubarron Adra,Coffee Cameleon,16.13,1/9/2014 8:03
Onda Marin,Hallowed Grounds,17.56,1/9/2014 7:37
Onda Marin,Hippokampos,13.84,1/9/2014 13:51
Onda Marin,Katerina’s Café,8.57,1/9/2014 21:18
Orilla Kare,Katerina’s Café,19.02,1/9/2014 20:08
Osvaldo Hennie,Gelatogalore,11.94,1/9/2014 13:40
Ovan Bertrand,Coffee Cameleon,19.99,1/9/2014 7:37
Ovan Bertrand,Guy's Gyros,17.44,1/9/2014 14:13
Ovan Bertrand,Katerina’s Café,26.6,1/9/2014 19:30
Resumir Felix,Brew've Been Served,19.47,1/9/2014 7:58
Scozzese Dylan,Abila Scrapyard,1158.36,1/9/2014 14:12
Scozzese Dylan,Abila Airport,4792.5,1/9/2014 13:18
Scozzese Dylan,Nationwide Refinery,1322.5,1/9/2014 16:27
Scozzese Dylan,Stewart and Sons Fabrication,918.6,1/9/2014 15:00
Strum Orhan,Hippokampos,23.66,1/9/2014 21:12
Strum Orhan,Katerina’s Café,25.85,1/9/2014 13:27
Tempestad Brand,Hippokampos,27.93,1/9/2014 13:36
Vann Edvard,Brew've Been Served,5.13,1/9/2014 7:48
Vann Edvard,Gelatogalore,23.45,1/9/2014 13:21
Vann Edvard,General Grocer,285.34,1/9/2014 20:19
Vann Isia,Guy's Gyros,31.81,1/9/2014 19:41
Vasco-Pais Willem,Abila Zacharo,8.6,1/9/2014 13:32
Vasco-Pais Willem,Hippokampos,9.13,1/9/2014 20:41
Azada Lars,Bean There Done That,15.39,1/10/2014 12:00
Azada Lars,Gelatogalore,26.15,1/10/2014 13:35
Balas Felix,Bean There Done That,3.92,1/10/2014 12:00
Balas Felix,Guy's Gyros,31.5,1/10/2014 13:47
Barranco Ingrid,Brewed Awakenings,13.82,1/10/2014 12:00
Barranco Ingrid,Katerina’s Café,34.76,1/10/2014 13:30
Baza Isak,Jack's Magical Beans,15.69,1/10/2014 12:00
Baza Isak,Ouzeri Elian,19.92,1/10/2014 18:52
Bergen Linnea,Coffee Cameleon,8.51,1/10/2014 7:40
Bergen Linnea,Guy's Gyros,15.93,1/10/2014 13:27
Bergen Linnea,Octavio's Office Supplies,64.51,1/10/2014 16:07
Bodrogi Loreto,Brew've Been Served,14.45,1/10/2014 8:09
Bodrogi Loreto,Ouzeri Elian,35.24,1/10/2014 13:35
Borrasca Isande,Brewed Awakenings,6.17,1/10/2014 12:00
Calixto Nils,Hallowed Grounds,10.34,1/10/2014 7:49
Calzas Axel,Bean There Done That,13.41,1/10/2014 12:00
Calzas Axel,Ouzeri Elian,15.25,1/10/2014 13:50
Campo-Corrente Ada,Brewed Awakenings,13.9,1/10/2014 12:00
Campo-Corrente Ada,Hippokampos,17.21,1/10/2014 20:50
Cazar Gustav,Bean There Done That,18.67,1/10/2014 12:00
Cazar Gustav,Guy's Gyros,31.05,1/10/2014 13:52
Cocinaro Hideki,Hallowed Grounds,10.76,1/10/2014 7:50
Dedos Lidelse,Abila Zacharo,8.22,1/10/2014 13:59
Dedos Lidelse,Hallowed Grounds,12.03,1/10/2014 7:41
Ferro Inga,Abila Zacharo,36.38,1/10/2014 14:03
Ferro Inga,Brew've Been Served,3.03,1/10/2014 8:09
Ferro Inga,Shoppers' Delight,279.53,1/10/2014 20:17
Flecha Sven,Guy's Gyros,26.68,1/10/2014 13:38
Frente Birgitta,Hallowed Grounds,8.34,1/10/2014 7:41
Frente Birgitta,Ouzeri Elian,30.93,1/10/2014 14:07
Frente Vira,Albert's Fine Clothing,126.13,1/10/2014 20:11
Frente Vira,Bean There Done That,9.3,1/10/2014 12:00
Frente Vira,Katerina’s Café,25.62,1/10/2014 13:47
Fusil Stenig,Brew've Been Served,15.85,1/10/2014 7:35
Fusil Stenig,Guy's Gyros,26.76,1/10/2014 13:25
Fusil Stenig,Guy's Gyros,23.61,1/10/2014 19:45
Hawelon Claudio,Carlyle Chemical Inc.,227.81,1/10/2014 9:09
Hawelon Claudio,Stewart and Sons Fabrication,4195.49,1/10/2014 12:10
Herrero Kanon,Brew've Been Served,5.89,1/10/2014 8:01
Lagos Varja,Brew've Been Served,5.01,1/10/2014 7:45
Lagos Varja,Kalami Kafenion,35.69,1/10/2014 13:30
Mies Minke,Brew've Been Served,12.64,1/10/2014 8:17
Mies Minke,General Grocer,227.28,1/10/2014 21:28
Mies Minke,Kalami Kafenion,24.3,1/10/2014 13:53
Morluniau Cecilia,Nationwide Refinery,1552.82,1/10/2014 10:00
Morluniau Cecilia,Stewart and Sons Fabrication,4074.1,1/10/2014 11:49
Nubarron Adra,Katerina’s Café,24.33,1/10/2014 13:47
Onda Marin,Abila Zacharo,36.73,1/10/2014 13:36
Onda Marin,Hallowed Grounds,11.49,1/10/2014 7:41
Orilla Elsa,Jack's Magical Beans,16.29,1/10/2014 12:00
Orilla Elsa,Kalami Kafenion,101.5,1/10/2014 13:35
Orilla Kare,Abila Zacharo,16.12,1/10/2014 14:01
Osvaldo Hennie,Brew've Been Served,13.32,1/10/2014 7:48
Osvaldo Hennie,Katerina’s Café,15.76,1/10/2014 20:08
Osvaldo Hennie,Ouzeri Elian,20.46,1/10/2014 13:44
Ovan Bertrand,Coffee Cameleon,11.54,1/10/2014 7:47
Ovan Bertrand,Katerina’s Café,21.89,1/10/2014 19:56
Resumir Felix,Brew've Been Served,5.31,1/10/2014 8:01
Resumir Felix,Guy's Gyros,29.81,1/10/2014 20:09
Resumir Felix,Hippokampos,39.89,1/10/2014 13:58
Strum Orhan,Guy's Gyros,36.44,1/10/2014 13:12
Strum Orhan,Jack's Magical Beans,5.46,1/10/2014 12:00
Vann Edvard,Guy's Gyros,27.78,1/10/2014 19:54
Vann Edvard,Octavio's Office Supplies,139.72,1/10/2014 14:41
Vann Isia,Katerina’s Café,25.36,1/10/2014 13:36
Vasco-Pais Willem,Hippokampos,32.01,1/10/2014 13:40
Azada Lars,Hippokampos,70.23,1/11/2014 20:23
Balas Felix,Hippokampos,67.37,1/11/2014 19:53
Barranco Ingrid,Frydos Autosupply n' More,52.73,1/11/2014 16:09
Barranco Ingrid,Hippokampos,66.21,1/11/2014 19:26
Baza Isak,Ouzeri Elian,69.36,1/11/2014 19:21
Borrasca Isande,Abila Zacharo,89.54,1/11/2014 13:33
Borrasca Isande,Katerina’s Café,57.36,1/11/2014 19:40
Calixto Nils,Katerina’s Café,12.55,1/11/2014 19:50
Campo-Corrente Ada,Hippokampos,63.21,1/11/2014 19:45
Cazar Gustav,Katerina’s Café,23.45,1/11/2014 13:50
Cocinaro Hideki,Kalami Kafenion,39.36,1/11/2014 14:16
Ferro Inga,Kalami Kafenion,23.86,1/11/2014 19:17
Flecha Sven,Guy's Gyros,33.65,1/11/2014 20:06
Frente Birgitta,Gelatogalore,17.31,1/11/2014 13:35
Frente Birgitta,Katerina’s Café,55.67,1/11/2014 19:08
Frente Vira,Katerina’s Café,29.1,1/11/2014 13:32
Lagos Varja,Katerina’s Café,71.65,1/11/2014 13:43
Mies Minke,Albert's Fine Clothing,211.47,1/11/2014 16:01
Nubarron Adra,Katerina’s Café,26.02,1/11/2014 14:17
Nubarron Adra,Katerina’s Café,33.18,1/11/2014 19:31
Onda Marin,Abila Zacharo,54.82,1/11/2014 13:32
Onda Marin,Katerina’s Café,45.68,1/11/2014 19:51
Osvaldo Hennie,Katerina’s Café,9.78,1/11/2014 20:13
Resumir Felix,Abila Zacharo,45.2,1/11/2014 14:19
Resumir Felix,Frydos Autosupply n' More,261.0,1/11/2014 20:26
Strum Orhan,Albert's Fine Clothing,105.33,1/11/2014 19:27
Strum Orhan,Katerina’s Café,45.22,1/11/2014 13:19
Tempestad Brand,Hippokampos,32.63,1/11/2014 19:27
Vann Edvard,Ahaggo Museum,89.32,1/11/2014 16:24
Vann Edvard,Hippokampos,63.21,1/11/2014 19:29
Vann Isia,Guy's Gyros,16.33,1/11/2014 20:09
Azada Lars,Hippokampos,66.63,1/12/2014 19:29
Balas Felix,Hippokampos,78.21,1/12/2014 20:05
Barranco Ingrid,Hippokampos,63.32,1/12/2014 20:38
Baza Isak,Ouzeri Elian,55.55,1/12/2014 19:59
Bergen Linnea,Katerina’s Café,11.81,1/12/2014 19:21
Bodrogi Loreto,Guy's Gyros,34.41,1/12/2014 19:32
Calixto Nils,Hippokampos,8.54,1/12/2014 13:54
Calixto Nils,Katerina’s Café,12.64,1/12/2014 19:18
Calzas Axel,Albert's Fine Clothing,63.36,1/12/2014 19:58
Campo-Corrente Ada,Desafio Golf Course,198.46,1/12/2014 14:14
Campo-Corrente Ada,Hippokampos,26.79,1/12/2014 19:44
Campo-Corrente Ada,Ouzeri Elian,38.55,1/12/2014 13:03
Cazar Gustav,Hippokampos,27.15,1/12/2014 19:22
Cocinaro Hideki,Guy's Gyros,42.32,1/12/2014 19:26
Dedos Lidelse,Hippokampos,12.57,1/12/2014 14:04
Ferro Inga,Ouzeri Elian,24.72,1/12/2014 13:28
Ferro Inga,Shoppers' Delight,204.37,1/12/2014 15:32
Flecha Sven,Shoppers' Delight,211.03,1/12/2014 19:26
Frente Vira,Hippokampos,49.23,1/12/2014 19:35
Herrero Kanon,Shoppers' Delight,86.22,1/12/2014 15:24
Nubarron Adra,Albert's Fine Clothing,195.81,1/12/2014 15:49
Nubarron Adra,Hippokampos,12.55,1/12/2014 13:25
Onda Marin,Ouzeri Elian,72.32,1/12/2014 13:30
Onda Marin,Shoppers' Delight,135.78,1/12/2014 15:10
Orilla Kare,Kalami Kafenion,14.59,1/12/2014 13:55
Osvaldo Hennie,Katerina’s Café,15.37,1/12/2014 20:12
Ovan Bertrand,Katerina’s Café,67.14,1/12/2014 20:11
Ovan Bertrand,Shoppers' Delight,51.5,1/12/2014 16:08
Resumir Felix,Ahaggo Museum,120.2,1/12/2014 16:27
Resumir Felix,Guy's Gyros,34.74,1/12/2014 13:31
Strum Orhan,Hippokampos,52.21,1/12/2014 19:51
Strum Orhan,Ouzeri Elian,117.22,1/12/2014 13:32
Tempestad Brand,Abila Zacharo,11.2,1/12/2014 13:45
Vasco-Pais Willem,Desafio Golf Course,129.33,1/12/2014 13:45
Alcazar Lucas,Hippokampos,30.51,1/13/2014 13:28
Alcazar Lucas,Ouzeri Elian,28.75,1/13/2014 19:30
Azada Lars,Bean There Done That,7.93,1/13/2014 12:00
Azada Lars,Gelatogalore,36.93,1/13/2014 13:41
Azada Lars,Hippokampos,31.59,1/13/2014 20:42
Balas Felix,Abila Zacharo,11.99,1/13/2014 13:42
Barranco Ingrid,Albert's Fine Clothing,288.0,1/13/2014 20:35
Barranco Ingrid,Brewed Awakenings,12.69,1/13/2014 12:00
Baza Isak,Jack's Magical Beans,18.31,1/13/2014 12:00
Baza Isak,Katerina’s Café,26.15,1/13/2014 13:34
Bergen Linnea,Coffee Cameleon,4.88,1/13/2014 8:02
Bergen Linnea,Hippokampos,35.73,1/13/2014 13:24
Bodrogi Loreto,Shoppers' Delight,216.43,1/13/2014 19:27
Borrasca Isande,Guy's Gyros,27.49,1/13/2014 13:33
Calixto Nils,Hallowed Grounds,9.16,1/13/2014 7:32
Calzas Axel,Bean There Done That,19.56,1/13/2014 12:00
Calzas Axel,Ouzeri Elian,29.75,1/13/2014 14:06
Campo-Corrente Ada,Brewed Awakenings,16.25,1/13/2014 12:00
Campo-Corrente Ada,Hippokampos,31.47,1/13/2014 21:12
Cazar Gustav,Abila Zacharo,27.3,1/13/2014 13:34
Cazar Gustav,Albert's Fine Clothing,49.48,1/13/2014 20:42
Cazar Gustav,Bean There Done That,5.54,1/13/2014 12:00
Cocinaro Hideki,Guy's Gyros,37.5,1/13/2014 20:59
Cocinaro Hideki,Hallowed Grounds,19.18,1/13/2014 7:54
Dedos Lidelse,Bean There Done That,10.37,1/13/2014 12:00
Dedos Lidelse,Katerina’s Café,8.29,1/13/2014 13:40
Dedos Lidelse,Katerina’s Café,27.59,1/13/2014 21:00
Ferro Inga,Abila Zacharo,17.41,1/13/2014 13:51
Ferro Inga,Brew've Been Served,6.69,1/13/2014 8:22
Ferro Inga,Guy's Gyros,15.84,1/13/2014 20:18
Flecha Sven,Brew've Been Served,8.04,1/13/2014 7:38
Flecha Sven,Guy's Gyros,36.89,1/13/2014 20:15
Frente Birgitta,Bean There Done That,15.24,1/13/2014 12:00
Frente Birgitta,Hippokampos,25.09,1/13/2014 14:04
Frente Vira,Bean There Done That,18.59,1/13/2014 12:00
Hafon Albina,Carlyle Chemical Inc.,1718.96,1/13/2014 12:00
Hafon Albina,Abila Airport,3617.47,1/13/2014 8:15
Hafon Albina,Maximum Iron and Steel,689.85,1/13/2014 10:20
Hafon Albina,Ouzeri Elian,19.82,1/13/2014 12:55
Herrero Kanon,Brew've Been Served,11.49,1/13/2014 8:07
Mies Henk,Abila Airport,4417.03,1/13/2014 12:11
Mies Henk,Abila Airport,2228.08,1/13/2014 16:56
Mies Minke,Brew've Been Served,16.05,1/13/2014 8:04
Mies Minke,Hippokampos,17.17,1/13/2014 12:27
Morluniau Cecilia,Nationwide Refinery,204.58,1/13/2014 10:12
Nubarron Adra,Coffee Cameleon,17.76,1/13/2014 8:12
Nubarron Adra,Guy's Gyros,37.37,1/13/2014 13:39
Nubarron Adra,Katerina’s Café,35.7,1/13/2014 20:24
Onda Marin,Ouzeri Elian,8.32,1/13/2014 13:48
Orilla Elsa,Jack's Magical Beans,5.22,1/13/2014 12:00
Orilla Kare,Hallowed Grounds,13.68,1/13/2014 7:43
Orilla Kare,Katerina’s Café,24.26,1/13/2014 13:48
Osvaldo Hennie,Hallowed Grounds,5.85,1/13/2014 7:44
Osvaldo Hennie,Katerina’s Café,33.11,1/13/2014 21:16
Ovan Bertrand,Coffee Cameleon,19.93,1/13/2014 7:40
Ovan Bertrand,Katerina’s Café,29.55,1/13/2014 13:52
Resumir Felix,Guy's Gyros,12.76,1/13/2014 14:13
Resumir Felix,Shoppers' Delight,144.4,1/13/2014 20:45
Strum Orhan,Gelatogalore,32.83,1/13/2014 13:03
Strum Orhan,Jack's Magical Beans,9.64,1/13/2014 12:00
Tempestad Brand,Abila Zacharo,8.72,1/13/2014 13:27
Tempestad Brand,Brew've Been Served,8.0,1/13/2014 7:40
Vann Edvard,Brew've Been Served,18.71,1/13/2014 7:43
Vann Edvard,Guy's Gyros,20.47,1/13/2014 20:11
Vann Isia,Brew've Been Served,19.64,1/13/2014 7:53
Vann Isia,Guy's Gyros,22.34,1/13/2014 20:09
Vasco-Pais Willem,Guy's Gyros,29.25,1/13/2014 13:40
Vasco-Pais Willem,Hippokampos,29.22,1/13/2014 20:35
Vasco-Pais Willem,Jack's Magical Beans,17.52,1/13/2014 12:00
Azada Lars,Bean There Done That,7.28,1/14/2014 12:00
Azada Lars,Hippokampos,39.64,1/14/2014 19:44
Balas Felix,Albert's Fine Clothing,228.72,1/14/2014 20:50
Balas Felix,Bean There Done That,19.37,1/14/2014 12:00
Balas Felix,Kalami Kafenion,17.38,1/14/2014 13:24
Barranco Ingrid,Brewed Awakenings,17.14,1/14/2014 12:00
Baza Isak,Ouzeri Elian,11.86,1/14/2014 20:32
Bergen Linnea,Coffee Cameleon,15.63,1/14/2014 7:53
Bergen Linnea,Hippokampos,36.01,1/14/2014 13:17
Bodrogi Loreto,Brew've Been Served,6.45,1/14/2014 7:48
Bodrogi Loreto,Hippokampos,19.07,1/14/2014 13:37
Borrasca Isande,Brewed Awakenings,8.3,1/14/2014 12:00
Borrasca Isande,Chostus Hotel,109.54,1/14/2014 13:17
Borrasca Isande,Hippokampos,22.13,1/14/2014 21:31
Calixto Nils,Hallowed Grounds,10.75,1/14/2014 7:35
Campo-Corrente Ada,Brewed Awakenings,11.35,1/14/2014 12:00
Campo-Corrente Ada,Kalami Kafenion,15.15,1/14/2014 13:24
Cazar Gustav,Kalami Kafenion,15.27,1/14/2014 13:51
Cocinaro Hideki,Hallowed Grounds,13.0,1/14/2014 7:45
Dedos Lidelse,Guy's Gyros,16.35,1/14/2014 13:44
Dedos Lidelse,Hallowed Grounds,19.99,1/14/2014 7:54
Dedos Lidelse,Katerina’s Café,12.65,1/14/2014 20:26
Ferro Inga,Brew've Been Served,11.94,1/14/2014 7:58
Ferro Inga,Guy's Gyros,25.28,1/14/2014 20:29
Ferro Inga,Katerina’s Café,33.54,1/14/2014 13:58
Flecha Sven,Brew've Been Served,8.24,1/14/2014 7:53
Flecha Sven,Gelatogalore,27.26,1/14/2014 13:32
Flecha Sven,Guy's Gyros,12.96,1/14/2014 20:19
Frente Birgitta,Guy's Gyros,38.26,1/14/2014 13:49
Frente Birgitta,Katerina’s Café,18.35,1/14/2014 21:10
Frente Vira,Bean There Done That,5.9,1/14/2014 12:00
Frente Vira,Katerina’s Café,10.03,1/14/2014 13:22
Fusil Stenig,Abila Zacharo,8.41,1/14/2014 13:38
Fusil Stenig,Brew've Been Served,3.66,1/14/2014 7:53
Herrero Kanon,Brew've Been Served,3.21,1/14/2014 8:03
Lagos Varja,Albert's Fine Clothing,50.77,1/14/2014 20:05
Lagos Varja,Brew've Been Served,10.96,1/14/2014 7:45
Mies Henk,Abila Airport,228.41,1/14/2014 12:30
Mies Minke,Abila Zacharo,24.87,1/14/2014 14:03
Mies Minke,Frydos Autosupply n' More,42.72,1/14/2014 20:33
Morlun Valeria,Carlyle Chemical Inc.,3630.57,1/14/2014 9:34
Morlun Valeria,Carlyle Chemical Inc.,3470.99,1/14/2014 16:16
Morlun Valeria,Nationwide Refinery,570.95,1/14/2014 11:45
Morluniau Cecilia,Nationwide Refinery,965.72,1/14/2014 10:03
Morluniau Cecilia,Stewart and Sons Fabrication,278.52,1/14/2014 11:55
Nubarron Adra,Coffee Cameleon,7.84,1/14/2014 7:56
Onda Marin,Abila Zacharo,10.24,1/14/2014 13:37
Onda Marin,Hallowed Grounds,4.59,1/14/2014 7:42
Orilla Kare,Kalami Kafenion,23.1,1/14/2014 13:42
Orilla Kare,Katerina’s Café,11.89,1/14/2014 20:34
Osvaldo Hennie,Abila Zacharo,15.26,1/14/2014 13:35
Osvaldo Hennie,Brew've Been Served,16.53,1/14/2014 7:45
Ovan Bertrand,Coffee Cameleon,9.8,1/14/2014 7:37
Ovan Bertrand,Katerina’s Café,36.95,1/14/2014 20:17
Resumir Felix,Brew've Been Served,12.31,1/14/2014 8:13
Resumir Felix,Frydos Autosupply n' More,146.74,1/14/2014 20:43
Resumir Felix,Hippokampos,17.18,1/14/2014 13:57
Scozzese Dylan,Abila Scrapyard,4277.4,1/14/2014 14:13
Scozzese Dylan,Nationwide Refinery,4429.76,1/14/2014 16:28
Strum Orhan,Katerina’s Café,29.12,1/14/2014 13:14
Tempestad Brand,Brew've Been Served,5.87,1/14/2014 7:40
Tempestad Brand,Chostus Hotel,113.08,1/14/2014 13:21
Vann Edvard,Brew've Been Served,4.72,1/14/2014 7:31
Vann Edvard,Guy's Gyros,23.59,1/14/2014 20:01
Vann Edvard,Katerina’s Café,29.1,1/14/2014 13:34
Vann Isia,Brew've Been Served,7.31,1/14/2014 7:35
Vann Isia,Guy's Gyros,26.14,1/14/2014 21:31
Vann Isia,Katerina’s Café,20.95,1/14/2014 13:32
Vasco-Pais Willem,Gelatogalore,39.17,1/14/2014 13:33
Vasco-Pais Willem,Hippokampos,9.55,1/14/2014 20:22
Azada Lars,Guy's Gyros,14.37,1/15/2014 13:22
Balas Felix,Bean There Done That,5.34,1/15/2014 12:00
Balas Felix,Hippokampos,35.12,1/15/2014 20:10
Barranco Ingrid,Abila Zacharo,23.51,1/15/2014 13:26
Baza Isak,Hippokampos,13.0,1/15/2014 13:24
Baza Isak,Ouzeri Elian,23.18,1/15/2014 20:29
Bergen Linnea,Coffee Cameleon,5.49,1/15/2014 7:56
Bergen Linnea,Katerina’s Café,13.77,1/15/2014 21:05
Bergen Linnea,Ouzeri Elian,8.93,1/15/2014 13:10
Bodrogi Loreto,Brew've Been Served,15.58,1/15/2014 8:02
Bodrogi Loreto,Gelatogalore,31.21,1/15/2014 13:55
Borrasca Isande,Frydos Autosupply n' More,18.91,1/15/2014 19:52
Calixto Nils,Abila Zacharo,31.0,1/15/2014 13:22
Calzas Axel,Hippokampos,32.4,1/15/2014 13:42
Calzas Axel,Hippokampos,16.37,1/15/2014 20:24
Campo-Corrente Ada,Brewed Awakenings,3.62,1/15/2014 12:00
Campo-Corrente Ada,Hippokampos,36.7,1/15/2014 13:12
Cazar Gustav,Bean There Done That,18.96,1/15/2014 12:00
Cazar Gustav,Hippokampos,10.35,1/15/2014 20:23
Cazar Gustav,Ouzeri Elian,36.47,1/15/2014 13:31
Cocinaro Hideki,Hallowed Grounds,12.17,1/15/2014 7:44
Cocinaro Hideki,Ouzeri Elian,22.86,1/15/2014 13:42
Dedos Lidelse,Kalami Kafenion,26.17,1/15/2014 13:35
Ferro Inga,Brew've Been Served,6.58,1/15/2014 7:48
Ferro Inga,Gelatogalore,39.4,1/15/2014 13:58
Flecha Sven,Brew've Been Served,3.71,1/15/2014 7:34
Frente Birgitta,Guy's Gyros,25.58,1/15/2014 14:00
Frente Birgitta,Hallowed Grounds,5.28,1/15/2014 7:36
Frente Birgitta,Katerina’s Café,11.45,1/15/2014 20:05
Frente Vira,Bean There Done That,15.24,1/15/2014 12:00
Fusil Stenig,Brew've Been Served,15.5,1/15/2014 7:36
Fusil Stenig,Guy's Gyros,36.35,1/15/2014 20:08
Herrero Kanon,Brew've Been Served,11.23,1/15/2014 7:49
Herrero Kanon,Guy's Gyros,27.01,1/15/2014 21:05
Lagos Varja,Brew've Been Served,14.06,1/15/2014 7:58
Lagos Varja,Ouzeri Elian,12.9,1/15/2014 13:22
Mies Henk,Abila Airport,3152.41,1/15/2014 12:25
Mies Henk,Abila Airport,875.87,1/15/2014 15:40
Mies Minke,Guy's Gyros,31.04,1/15/2014 19:55
Morlun Valeria,Carlyle Chemical Inc.,3608.08,1/15/2014 9:34
Morlun Valeria,Carlyle Chemical Inc.,1112.04,1/15/2014 14:25
Morlun Valeria,Carlyle Chemical Inc.,1392.73,1/15/2014 17:01
Morlun Valeria,Katerina’s Café,24.15,1/15/2014 13:13
Morlun Valeria,Nationwide Refinery,3004.98,1/15/2014 11:55
Morluniau Cecilia,Nationwide Refinery,1391.24,1/15/2014 10:14
Nant Irene,Kronos Pipe and Irrigation,2564.0,1/15/2014 14:12
Nant Irene,Maximum Iron and Steel,4788.22,1/15/2014 15:11
Nubarron Adra,Coffee Cameleon,19.93,1/15/2014 7:45
Nubarron Adra,Guy's Gyros,15.89,1/15/2014 13:44
Onda Marin,Katerina’s Café,12.12,1/15/2014 14:00
Onda Marin,Katerina’s Café,39.63,1/15/2014 20:23
Orilla Elsa,Jack's Magical Beans,5.3,1/15/2014 12:00
Orilla Elsa,Ouzeri Elian,28.86,1/15/2014 19:18
Orilla Kare,Abila Zacharo,24.53,1/15/2014 14:02
Orilla Kare,Hallowed Grounds,14.33,1/15/2014 7:59
Orilla Kare,Katerina’s Café,39.23,1/15/2014 19:50
Osvaldo Hennie,Brew've Been Served,11.47,1/15/2014 7:45
Ovan Bertrand,Abila Zacharo,33.8,1/15/2014 13:58
Ovan Bertrand,Coffee Cameleon,14.47,1/15/2014 7:51
Ovan Bertrand,Katerina’s Café,27.48,1/15/2014 21:21
Resumir Felix,Brew've Been Served,18.58,1/15/2014 8:14
Resumir Felix,Kalami Kafenion,28.82,1/15/2014 14:13
Strum Orhan,Hippokampos,37.16,1/15/2014 21:42
Strum Orhan,Kalami Kafenion,22.39,1/15/2014 13:08
Tempestad Brand,Brew've Been Served,19.87,1/15/2014 7:40
Tempestad Brand,Frydos Autosupply n' More,235.27,1/15/2014 20:04
